Search_Rank,MIM_Raw,Gene_MIM_ID,Entrez_Gene_ID,Title,Title_Symbol_Candidate,Gene_Phenotype_Link_Status,Evidence_Layer,Gene_Target_Status,Decision_Reason
265,*607102,607102,7490,WT1 TRANSCRIPTION FACTOR; WT1,WT1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
266,*163730,163730,4843,NITRIC OXIDE SYNTHASE 2; NOS2,NOS2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
269,*154545,154545,4153,MANNOSE-BINDING LECTIN 2; MBL2,MBL2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
270,*176385,176385,5069,PAPPALYSIN 1; PAPPA,PAPPA,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
271,*602681,602681,2309,FORKHEAD BOX O3; FOXO3,FOXO3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
272,*606386,606386,10215,OLIGODENDROCYTE LINEAGE TRANSCRIPTION FACTOR 2; OLIG2,OLIG2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
277,*120577,120577,22918,"COMPLEMENT COMPONENT 1, q SUBCOMPONENT, RECEPTOR 1; C1QR1",C1QR1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
278,*600181,600181,3934,LIPOCALIN 2; LCN2,LCN2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
279,*601439,601439,10060,"ATP-BINDING CASSETTE, SUBFAMILY C, MEMBER 9; ABCC9",ABCC9,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
280,*606425,606425,54583,EGL9 FAMILY HYPOXIA-INDUCIBLE FACTOR 1; EGLN1,EGLN1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
289,*106150,106150,183,ANGIOTENSINOGEN; AGT,AGT,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
290,*173350,173350,5340,PLASMINOGEN; PLG,PLG,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
291,*600046,600046,19,"ATP-BINDING CASSETTE, SUBFAMILY A, MEMBER 1; ABCA1",ABCA1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
292,*600516,600516,578,BCL2 ANTAGONIST KILLER 1; BAK1,BAK1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
293,*610221,610221,84335,"AKT1 SUBSTRATE 1, PROLINE-RICH; AKT1S1",AKT1S1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
294,*139396,139396,2982,"GUANYLATE CYCLASE, SOLUBLE, ALPHA-1; GUCY1A1",GUCY1A1,verified_linked_gene,Extended_Etiologic,Extended_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
295,*601593,601593,580,BRCA1-ASSOCIATED RING DOMAIN 1; BARD1,BARD1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
296,*602620,602620,5641,LEGUMAIN; LGMN,LGMN,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
297,*603700,603700,241,ARACHIDONATE 5-LIPOXYGENASE-ACTIVATING PROTEIN; ALOX5AP,ALOX5AP,verified_linked_gene,UltraStrict_Direct_AIS,Primary_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
298,*603796,603796,9992,"POTASSIUM CHANNEL, VOLTAGE-GATED, ISK-RELATED SUBFAMILY, MEMBER 2; KCNE2",KCNE2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
299,*604480,604480,22933,SIRTUIN 2; SIRT2,SIRT2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
300,*605476,605476,116986,"ARF GTPase-ACTIVATING PROTEIN WITH GTPase DOMAIN, ANKYRIN REPEAT, AND PLECKSTRIN HOMOLOGY DOMAIN 2; AGAP2",AGAP2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
301,*606882,606882,540,"ATPase, Cu(2+)-TRANSPORTING, BETA POLYPEPTIDE; ATP7B",ATP7B,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
302,*607729,607729,54541,DNA DAMAGE-INDUCIBLE TRANSCRIPT 4; DDIT4,DDIT4,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
303,*607786,607786,255738,"PROPROTEIN CONVERTASE, SUBTILISIN/KEXIN-TYPE, 9; PCSK9",PCSK9,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
307,*590030,590030,4572,"TRANSFER RNA, MITOCHONDRIAL, GLUTAMINE; MTTQ",MTTQ,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
312,*313700,313700,367,ANDROGEN RECEPTOR; AR,AR,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
313,*600636,600636,836,"CASPASE 3, APOPTOSIS-RELATED CYSTEINE PROTEASE; CASP3",CASP3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
314,*601231,601231,2475,MECHANISTIC TARGET OF RAPAMYCIN; MTOR,MTOR,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
318,*516060,516060,4508,ATP SYNTHASE 6; MTATP6,MTATP6,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
321,*173360,173360,5054,"SERPIN PEPTIDASE INHIBITOR, CLADE E (NEXIN, PLASMINOGEN ACTIVATOR INHIBITOR TYPE 1), MEMBER 1; SERPINE1",SERPINE1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
325,*162643,162643,7852,"CHEMOKINE, CXC MOTIF, RECEPTOR 4; CXCR4",CXCR4,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
326,*116805,116805,1495,"CATENIN, ALPHA-1; CTNNA1",CTNNA1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
327,*171833,171833,5295,"PHOSPHATIDYLINOSITOL 3-KINASE, REGULATORY SUBUNIT 1; PIK3R1",PIK3R1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
328,*173370,173370,5327,"PLASMINOGEN ACTIVATOR, TISSUE; PLAT",PLAT,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
329,*189907,189907,6928,HNF1 HOMEOBOX B; HNF1B,HNF1B,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
330,*603028,603028,7097,TOLL-LIKE RECEPTOR 2; TLR2,TLR2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
331,*614141,614141,23321,TRIPARTITE MOTIF-CONTAINING PROTEIN 2; TRIM2,TRIM2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
332,*602006,602006,9261,MITOGEN-ACTIVATED PROTEIN KINASE-ACTIVATED PROTEIN KINASE 2; MAPKAPK2,MAPKAPK2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
333,*602739,602739,5562,"PROTEIN KINASE, AMP-ACTIVATED, CATALYTIC, ALPHA-1; PRKAA1",PRKAA1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
334,*603827,603827,10018,BCL2-LIKE 11; BCL2L11,BCL2L11,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
335,*606057,606057,10411,RAP GUANINE NUCLEOTIDE EXCHANGE FACTOR 3; RAPGEF3,RAPGEF3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
338,*162640,162640,4852,NEUROPEPTIDE Y; NPY,NPY,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
339,*601121,601121,5228,PLACENTAL GROWTH FACTOR; PGF,PGF,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
340,*602897,602897,5602,MITOGEN-ACTIVATED PROTEIN KINASE 10; MAPK10,MAPK10,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
341,*604384,604384,27032,"ATPase, Ca(2+)-TRANSPORTING, TYPE 2C, MEMBER 1; ATP2C1",ATP2C1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
346,*107776,107776,358,AQUAPORIN 1; AQP1,AQP1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
347,*113503,113503,624,BRADYKININ RECEPTOR B2; BDKRB2,BDKRB2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
348,*116880,116880,1514,CATHEPSIN L; CTSL,CTSL,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
349,*176990,176990,6285,"S100 CALCIUM-BINDING PROTEIN, BETA; S100B",S100B,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
350,*600337,600337,623,BRADYKININ RECEPTOR B1; BDKRB1,BDKRB1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
351,*600835,600835,6387,"CHEMOKINE, CXC MOTIF, LIGAND 12; CXCL12",CXCL12,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
352,*611741,611741,9311,"ACID-SENSING ION CHANNEL, SUBUNIT 3; ASIC3",ASIC3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
353,*614112,614112,407037,MICRO RNA 320A; MIR320A,MIR320A,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
354,*616506,616506,79625,NEURON-DERIVED NEUROTROPHIC FACTOR; NDNF,NDNF,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
355,*123831,123831,1020,CYCLIN-DEPENDENT KINASE 5; CDK5,CDK5,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
356,*602836,602836,5026,"PURINERGIC RECEPTOR P2X, LIGAND-GATED ION CHANNEL, 5; P2RX5",P2RX5,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
357,*604517,604517,10891,"PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR-GAMMA, COACTIVATOR 1, ALPHA; PPARGC1A",PPARGC1A,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
358,*605246,605246,719,COMPLEMENT COMPONENT 3a RECEPTOR 1; C3AR1,C3AR1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
359,*605304,605304,58157,NEUROGLOBIN; NGB,NGB,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
360,*606650,606650,116443,"GLUTAMATE RECEPTOR, IONOTROPIC, N-METHYL-D-ASPARTATE 3A; GRIN3A",GRIN3A,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
361,*620533,620533,645687,LONG INTERGENIC NONCODING RNA 520; LINC00520,LINC00520,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
362,*621026,621026,221687,RING FINGER PROTEIN 182; RNF182,RNF182,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
369,*600946,600946,2690,GROWTH HORMONE RECEPTOR; GHR,GHR,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
370,*613111,613111,5476,CATHEPSIN A; CTSA,CTSA,verified_linked_gene,Extended_Etiologic,Extended_target_gene,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定
371,*123580,123580,1409,"CRYSTALLIN, ALPHA-A; CRYAA",CRYAA,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
372,*134640,134640,2169,FATTY ACID-BINDING PROTEIN 2; FABP2,FABP2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
373,*137142,137142,2558,"GAMMA-AMINOBUTYRIC ACID RECEPTOR, ALPHA-5; GABRA5",GABRA5,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
374,*137163,137163,2563,"GAMMA-AMINOBUTYRIC ACID RECEPTOR, DELTA; GABRD",GABRD,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
375,*607952,607952,6538,"SOLUTE CARRIER FAMILY 6 (NEUROTRANSMITTER TRANSPORTER, GABA), MEMBER 11; SLC6A11",SLC6A11,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
381,*600474,600474,820,CATHELICIDIN ANTIMICROBIAL PEPTIDE; CAMP,CAMP,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
382,*125660,125660,1674,DESMIN; DES,DES,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
383,*602601,602601,4973,"LOW DENSITY LIPOPROTEIN, OXIDIZED, RECEPTOR 1; OLR1",OLR1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
384,*604479,604479,23411,SIRTUIN 1; SIRT1,SIRT1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
385,*300011,300011,538,"ATPase, Cu(2+)-TRANSPORTING, ALPHA POLYPEPTIDE; ATP7A",ATP7A,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
386,*605921,605921,6786,STROMAL INTERACTION MOLECULE 1; STIM1,STIM1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
387,*606424,606424,112398,EGL9 FAMILY HYPOXIA-INDUCIBLE FACTOR 2; EGLN2,EGLN2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
388,*607623,607623,4864,NPC INTRACELLULAR CHOLESTEROL TRANSPORTER 1; NPC1,NPC1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
389,*608083,608083,344,APOLIPOPROTEIN C-II; APOC2,APOC2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
390,*300159,300159,7114,"THYMOSIN, BETA-4, X CHROMOSOME; TMSB4X",TMSB4X,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
391,*608786,608786,5091,PYRUVATE CARBOXYLASE; PC,PC,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
392,*621617,621617,79630,CHROMOSOME 1 OPEN READING FRAME 54; C1ORF54,C1ORF54,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
402,*151570,151570,4048,LEUKOTRIENE A4 HYDROLASE; LTA4H,LTA4H,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
403,*516020,516020,4519,CYTOCHROME b OF COMPLEX III; MTCYB,MTCYB,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
404,*191044,191044,7137,"TROPONIN I, CARDIAC; TNNI3",TNNI3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
405,*604312,604312,1471,CYSTATIN 3; CST3,CST3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
406,*606936,606936,54795,"TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL, SUBFAMILY M, MEMBER 4; TRPM4",TRPM4,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
411,*165240,165240,2737,GLI-KRUPPEL FAMILY MEMBER 3; GLI3,GLI3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
412,*600111,600111,6507,"SOLUTE CARRIER FAMILY 1 (GLIAL HIGH AFFINITY GLUTAMATE TRANSPORTER), MEMBER 3; SLC1A3",SLC1A3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
413,*600445,600445,140,ADENOSINE A3 RECEPTOR; ADORA3,ADORA3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
414,*609991,609991,84624,FIBRONECTIN TYPE III DOMAIN-CONTAINING PROTEIN 1; FNDC1,FNDC1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
415,*612491,612491,51074,APAF1-INTERACTING PROTEIN; APIP,APIP,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
416,*601398,601398,7423,VASCULAR ENDOTHELIAL GROWTH FACTOR B; VEGFB,VEGFB,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
417,*191328,191328,7384,UBIQUINOL-CYTOCHROME c REDUCTASE CORE PROTEIN I; UQCRC1,UQCRC1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
418,*602737,602737,6366,"CHEMOKINE, CC MOTIF, LIGAND 21; CCL21",CCL21,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
419,*603071,603071,2840,G PROTEIN-COUPLED RECEPTOR 17; GPR17,GPR17,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
420,*605441,605441,9370,"ADIPOCYTE-, C1q-, AND COLLAGEN DOMAIN-CONTAINING; ADIPOQ",ADIPOQ,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
421,*300112,300112,5355,PROTEOLIPID PROTEIN 2; PLP2,PLP2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
422,*606018,606018,10085,EGF-LIKE REPEATS- AND DISCOIDIN I-LIKE DOMAINS-CONTAINING PROTEIN 3; EDIL3,EDIL3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
423,*606126,606126,79370,BCL2-LIKE 14; BCL2L14,BCL2L14,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
424,*606536,606536,25932,CHLORIDE INTRACELLULAR CHANNEL 4; CLIC4,CLIC4,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
425,*607991,607991,6547,"SOLUTE CARRIER FAMILY 8 (SODIUM-CALCIUM EXCHANGER), MEMBER A3; SLC8A3",SLC8A3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
426,*608455,608455,5837,"GLYCOGEN PHOSPHORYLASE, MUSCLE; PYGM",PYGM,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
427,*300865,300865,574506,MICRO RNA 503; MIR503,MIR503,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
428,*602444,602444,6940,ZINC FINGER PROTEIN 354A; ZNF354A,ZNF354A,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
429,*603951,603951,3779,"POTASSIUM CHANNEL, CALCIUM-ACTIVATED, LARGE CONDUCTANCE, SUBFAMILY M, BETA MEMBER 1; KCNMB1",KCNMB1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
430,*605619,605619,50604,INTERLEUKIN 20; IL20,IL20,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
431,*620122,620122,57189,DENN DOMAIN-CONTAINING PROTEIN 11; DENND11,DENND11,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
432,*621334,621334,574454,MICRO RNA 496; MIR496,MIR496,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
445,*180901,180901,6261,RYANODINE RECEPTOR 1; RYR1,RYR1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
446,*516003,516003,4538,"COMPLEX I, SUBUNIT ND4; MTND4",MTND4,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
447,*516005,516005,4540,"COMPLEX I, SUBUNIT ND5; MTND5",MTND5,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
448,*590060,590060,4566,"TRANSFER RNA, MITOCHONDRIAL, LYSINE; MTTK",MTTK,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
449,*608955,608955,25809,TUBULIN TYROSINE LIGASE-LIKE 1; TTLL1,TTLL1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
450,*617455,617455,10621,"POLYMERASE III, RNA, SUBUNIT F; POLR3F",POLR3F,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
451,*605437,605437,5583,"PROTEIN KINASE C, ETA; PRKCH",PRKCH,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
466,*147450,147450,6647,SUPEROXIDE DISMUTASE 1; SOD1,SOD1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
467,*147460,147460,6648,SUPEROXIDE DISMUTASE 2; SOD2,SOD2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
468,*104311,104311,5663,PRESENILIN 1; PSEN1,PSEN1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
469,*173870,173870,142,POLY(ADP-RIBOSE) POLYMERASE 1; PARP1,PARP1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
470,*185490,185490,6649,SUPEROXIDE DISMUTASE 3; SOD3,SOD3,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
471,*600124,600124,3181,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN A2/B1; HNRNPA2B1,HNRNPA2B1,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
472,*600639,600639,835,"CASPASE 2, APOPTOSIS-RELATED CYSTEINE PROTEASE; CASP2",CASP2,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
473,*600748,600748,7009,TRANSMEMBRANE BAX INHIBITOR MOTIF-CONTAINING PROTEIN 6; TMBIM6,TMBIM6,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
474,*610077,610077,28984,REGULATOR OF CELL CYCLE; RGCC,RGCC,not_verified_for_AIS,,Exclude_from_gene_set,仅为MIM Match全文搜索命中的基因条目，不能自动解释为AIS疾病基因
